index-SBgTUTBi.js:451 🔄 UNIFIED PIPELINE: Events: 2611 Incidents: 7400
index-SBgTUTBi.js:451 🏠 HOME LOCATION: Caloundra, Sunshine Coast Regional 4551, Queensland COORDINATES: {lat: -26.7981633, lon: 153.1354434} RADIUS: 50km
 👤 USER INCIDENT: {id: 'user:540ba2bf-3b40-48c1-9982-2221c4217abb', title: 'FIRE VEHICLE - Dawson Hwy, BEECHER', location: 'Dawson Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7673aa27-8d33-4906-86d8-e9b648f015b5', title: 'FIRE VEGETATION - Gregory Hwy, GINDIE', location: 'Gregory Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:08ef8bfc-df82-41e6-a505-addcf6beaf4d', title: 'FIRE VEGETATION - Cooyar Mount Binga Rd, MOUNT BINGA', location: 'Cooyar Mount Binga Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:12ac2363-dddf-403c-8f76-5ecc6def042e', title: 'FIRE VEGETATION - Cooyar Mount Binga Rd, MOUNT BINGA', location: 'Cooyar Mount Binga Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:2f6e4f06-a5bc-4d8f-9ac5-5f19b4dcac32', title: 'FIRE VEGETATION - Cooyar Mount Binga Rd, MOUNT BINGA', location: 'Cooyar Mount Binga Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9daf1aa4-1199-4090-abe6-44084f0826c7', title: 'FIRE VEGETATION - Cooyar Mount Binga Rd, MOUNT BINGA', location: 'Cooyar Mount Binga Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:d5b6f53f-06d7-430a-8f89-ff8379852703', title: 'FIRE VEGETATION - Cooyar Mount Binga Rd, MOUNT BINGA', location: 'Cooyar Mount Binga Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:ba721705-30c3-4b3d-935c-0042952ce6b4', title: 'FIRE VEGETATION - Cooyar Mount Binga Rd, MOUNT BINGA', location: 'Cooyar Mount Binga Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:cffbb962-9ee9-45cd-8a63-115eaa32d2c2', title: 'FIRE VEGETATION - Cooyar Mount Binga Rd, MOUNT BINGA', location: 'Cooyar Mount Binga Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:aa1127e2-0f33-46ec-bddd-b1e4b4f837e7', title: 'FIRE PERMITTED BURN - Mountain Camp Rd, JONES GULLY', location: 'Mountain Camp Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4aa8a417-5fcc-49a6-ae8e-ed8c1649bc55', title: 'FIRE PERMITTED BURN - Delaneys Rd, HORSE CAMP', location: 'Delaneys Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:e6daecf0-10db-4eb5-8ed6-d61305952036', title: 'FIRE VEGETATION - READS RD, ANDERLEIGH', location: 'READS RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1d3677c2-19a3-4efb-9bea-85420adedbd7', title: 'FIRE VEGETATION - Diamond Hill Rd, ROSEDALE', location: 'Diamond Hill Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:98302137-4e81-4167-bc1f-0849cb010abd', title: 'RESCUE TECHNICAL - FLINDERS ST, TOWNSVILLE CITY', location: 'FLINDERS ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:076314b8-0f64-4d54-8ad4-6e171fa03ee8', title: 'FIRE PERMITTED BURN - Ensbey Rd, FLAXTON', location: 'Ensbey Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c4ec4d94-d33d-4e34-8fec-4b1b59f148a5', title: 'FIRE PERMITTED BURN - Ensbey Rd, FLAXTON', location: 'Ensbey Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4425dce0-3bca-49e9-9559-a9894a64e8ce', title: 'RESCUE TECHNICAL - FLINDERS ST, TOWNSVILLE CITY', location: 'FLINDERS ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:ce4bf64d-e205-4b50-b037-21f8b7a7d46e', title: 'RESCUE ROAD CRASH - BECKETT RD, BRIDGEMAN DOWNS', location: 'BECKETT RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:312966f8-88ef-407f-ab08-3aee49699397', title: 'FIRE STRUCTURE - DAWSON RD, WEST GLADSTONE', location: 'DAWSON RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1a3adebe-82b1-44ca-ac3e-03a56003397a', title: 'FIRE VEGETATION - HUNTERS HUT RD, ARAMARA', location: 'HUNTERS HUT RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:5c5d493f-a633-4eda-9ad5-41a4e3ce3d33', title: 'FIRE VEGETATION - HUNTERS HUT RD, ARAMARA', location: 'HUNTERS HUT RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:35ed59ab-a20e-43b3-879d-f69ee72becf0', title: 'FIRE VEGETATION - HUNTERS HUT RD, ARAMARA', location: 'HUNTERS HUT RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:56c75b30-80d5-4794-8fa4-9edf1c9a15a3', title: 'FIRE VEGETATION - HUNTERS HUT RD, ARAMARA', location: 'HUNTERS HUT RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7a1dfc32-00a3-407a-b787-fca309e5ba70', title: 'FIRE VEGETATION - HUNTERS HUT RD, ARAMARA', location: 'HUNTERS HUT RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:12dca4dc-f0a8-4614-bddf-f8c57427a08d', title: 'FIRE STRUCTURE - Stockport Ct, BURPENGARY EAST', location: 'Stockport Ct', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:ce1bf5e5-591d-4e8b-a5b2-0ef12725ad70', title: 'FIRE VEGETATION - HUNTERS HUT RD, ARAMARA', location: 'HUNTERS HUT RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a6d850a8-d625-40b7-90ec-3c6457d93d48', title: 'FIRE VEGETATION - HUNTERS HUT RD, ARAMARA', location: 'HUNTERS HUT RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:41d38e6d-4f0f-4a80-8691-8810698ee7e5', title: 'FIRE PERMITTED BURN - Lowmead Rd, LOWMEAD', location: 'Lowmead Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:8c47a89b-9e7d-4fcf-ab2b-de50c8efaa75', title: 'FIRE PERMITTED BURN - Lowmead Rd, LOWMEAD', location: 'Lowmead Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:6eba4ee9-2b0d-4796-b014-6dbc74eaf907', title: 'FIRE PERMITTED BURN - Lowmead Rd, LOWMEAD', location: 'Lowmead Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:794a9aa0-a223-441e-95cb-3964a723e771', title: 'FIRE PERMITTED BURN - Ford Rd, LANDSBOROUGH', location: 'Ford Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b098deb5-b4f7-403b-8e1c-2b14ad4ec438', title: 'FIRE VEGETATION - Burnett Hwy, BOOUBYJAN', location: 'Burnett Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:6555b4f5-749b-4f40-9f9d-a78f0c7b7efd', title: 'FIRE VEGETATION - Dawson Rd, BERAJONDO', location: 'Dawson Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c7137895-e7bc-49da-8606-56e83c61224f', title: 'FIRE PERMITTED BURN - Ford Rd, LANDSBOROUGH', location: 'Ford Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:ea5e434a-d9d9-4e18-9133-93dde5761e46', title: 'FIRE VEGETATION - Bruce Hwy, BENARABY', location: 'Bruce Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:29681f99-9802-4836-ba54-55a5950bec93', title: 'FIRE VEGETATION - Bennetts School Rd & Upper Humbug Rd, TARA', location: 'Bennetts School Rd & Upper Humbug Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:36775d46-4ea1-4f02-9aaa-2cb7117863fb', title: 'FIRE PERMITTED BURN - Rowlands Rd & Kalapa Black Mountain Rd, KALAPA', location: 'Rowlands Rd & Kalapa Black Mountain Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:26ac9039-c297-4ac1-8327-4de6353e3de5', title: 'FIRE VEGETATION - Burnett Hwy, BOOUBYJAN', location: 'Burnett Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b2ae3c1a-7c24-4ceb-85dd-8fb4b4fb1d5d', title: 'FIRE PERMITTED BURN - Boyle Rd, THE PALMS', location: 'Boyle Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a3de4e5e-4c60-4d3b-a8fd-51371e4f2ebe', title: 'FIRE PERMITTED BURN - LANDSBOROUGH HWY & RACECOURSE RD, ILFRACOMBE', location: 'LANDSBOROUGH HWY & RACECOURSE RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0551e29c-b4fc-4e07-9057-5c7d30711179', title: 'FIRE PERMITTED BURN - Rowlands Rd & Kalapa Black Mountain Rd, KALAPA', location: 'Rowlands Rd & Kalapa Black Mountain Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:ab9d5aad-633b-432e-bab1-26156efb636a', title: 'FIRE PERMITTED BURN - Ford Rd, LANDSBOROUGH', location: 'Ford Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:09d77dde-dde9-466a-ac58-35ff76a6e6d4', title: 'FIRE PERMITTED BURN - Ford Rd, LANDSBOROUGH', location: 'Ford Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f997cc1f-74b9-4444-8f36-3ee987edeef7', title: 'FIRE PERMITTED BURN - Boyle Rd, THE PALMS', location: 'Boyle Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:26d0e377-04b4-4be5-8175-0a6bf5da6900', title: 'FIRE VEGETATION - Bennetts School Rd & Upper Humbug Rd, TARA', location: 'Bennetts School Rd & Upper Humbug Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c2b79edb-1c04-4f61-a5fd-67fb08c8a0ef', title: 'FIRE PERMITTED BURN - LANDSBOROUGH HWY & RACECOURSE RD, ILFRACOMBE', location: 'LANDSBOROUGH HWY & RACECOURSE RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:5e34877e-16b8-47e8-a582-5fae73ea7850', title: 'FIRE VEGETATION - Burnett Hwy, BOOUBYJAN', location: 'Burnett Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:2f93fd88-05e6-4e39-a4e7-e3605ad2c351', title: 'FIRE VEGETATION - Bruce Hwy, BENARABY', location: 'Bruce Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:53742137-1367-454a-8f99-f8119f06d2a3', title: 'FIRE VEGETATION - Bruce Hwy, BENARABY', location: 'Bruce Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:595bb967-505e-4ecb-9871-6fa9123acd69', title: 'FIRE VEGETATION - Bennetts School Rd & Upper Humbug Rd, TARA', location: 'Bennetts School Rd & Upper Humbug Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1ecad1bc-b1bf-4c1a-ad1d-63db2d52de01', title: 'FIRE PERMITTED BURN - Rowlands Rd & Kalapa Black Mountain Rd, KALAPA', location: 'Rowlands Rd & Kalapa Black Mountain Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:ce189b11-7fdc-49a0-81f7-33b607de801b', title: 'FIRE PERMITTED BURN - Rolfe Creek May Downs Rd & Fitzroy Developmental Rd, MAY DOWNS', location: 'Rolfe Creek May Downs Rd & Fitzroy Developmental Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c9fa1913-d428-45f0-9d78-3d9735f0f33e', title: 'FIRE VEGETATION - Burnett Hwy, BOOUBYJAN', location: 'Burnett Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:dcf97263-6fa0-49da-b8e2-53895e9a6f1d', title: 'FIRE PERMITTED BURN - LANDSBOROUGH HWY & RACECOURSE RD, ILFRACOMBE', location: 'LANDSBOROUGH HWY & RACECOURSE RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4fa50dbe-5f46-4f6d-8f19-4ba7ae1c8dab', title: 'FIRE PERMITTED BURN - Boyle Rd, THE PALMS', location: 'Boyle Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:e6e7b3ec-e69e-4823-9cad-fdadb07bd90b', title: 'FIRE VEGETATION - Dawson Rd, BERAJONDO', location: 'Dawson Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:dd36cf3c-b4e8-43c3-a45d-cd4b141e833b', title: 'FIRE VEGETATION - CATHU OCONNELL RIVER RD, YALBOROO', location: 'CATHU OCONNELL RIVER RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1862b994-3e1f-4557-a70a-90796269b0f1', title: 'FIRE VEGETATION - CATHU OCONNELL RIVER RD, YALBOROO', location: 'CATHU OCONNELL RIVER RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:440155c0-7404-466c-9bff-f7eaa65ec131', title: 'FIRE VEGETATION - CATHU OCONNELL RIVER RD, YALBOROO', location: 'CATHU OCONNELL RIVER RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f8da64cc-15ea-4164-9061-633b265c29c1', title: 'FIRE VEGETATION - CATHU OCONNELL RIVER RD, YALBOROO', location: 'CATHU OCONNELL RIVER RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b8b67e9c-06fe-4961-b596-1c8428158f04', title: 'FIRE VEGETATION - Leichhardt Hwy & Dee River Rd, WOWAN', location: 'Leichhardt Hwy & Dee River Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1559b95c-2075-42d4-b752-77be1f11798f', title: 'FIRE PERMITTED BURN - Rifle Range Rd, ATHERTON', location: 'Rifle Range Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:76d3ebdd-10ea-4549-bc39-38715be18cf1', title: 'FIRE PERMITTED BURN - RIVERWAY DR & KELSO DR, KELSO', location: 'RIVERWAY DR & KELSO DR', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:583e7f33-d98f-4226-b92d-db7dd5e676d7', title: 'FIRE VEGETATION - Unnamed Lawgi Dawes Rd, LAWGI DAWES', location: 'Unnamed Lawgi Dawes Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:654a0e83-42e5-4ef8-8019-c1c551d1b6ed', title: 'FIRE PERMITTED BURN - Edward St & Wills St, CHARLEVILLE', location: 'Edward St & Wills St', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:d05e18f5-9117-4ef3-ac19-46ef06c8b6e1', title: 'FIRE PERMITTED BURN - Portland Rd, IRON RANGE', location: 'Portland Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:63a3687a-ceac-4e71-830c-54f9f0ce5392', title: 'FIRE STRUCTURE - Peter Rash Ct, CABOOLTURE', location: 'Peter Rash Ct', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:57eb1996-0f1b-42d7-8198-4b43f86d2e00', title: 'FIRE PERMITTED BURN - Curramore Rd, WITTA', location: 'Curramore Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0d0ab021-6f70-4d98-b324-45e432a74cb3', title: 'FIRE VEGETATION - Woodstock Giru Rd, GIRU', location: 'Woodstock Giru Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7ba79664-b06d-4d29-8734-740ccaeea324', title: 'FIRE VEGETATION - Unnamed Lawgi Dawes Rd, LAWGI DAWES', location: 'Unnamed Lawgi Dawes Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:315aed79-0777-4e7c-83f9-48ed337f8a89', title: 'FIRE VEGETATION - Woodstock Giru Rd, GIRU', location: 'Woodstock Giru Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:351f4285-fb16-48ac-a48d-44cab10df22e', title: 'FIRE PERMITTED BURN - Talagai Ave, TIERI', location: 'Talagai Ave', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4233bae9-91fa-49fd-bb4f-2fdbd0b12f15', title: 'FIRE VEGETATION - TOMPKINS RD, SHAW', location: 'TOMPKINS RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:d2c861c1-f3e7-4a72-8f51-9e3fab9d9d69', title: 'FIRE PERMITTED BURN - Andoom Rd, ROCKY POINT', location: 'Andoom Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:cf2ffcb5-fb1f-434c-8839-8b6e177d1f24', title: 'FIRE STRUCTURE - Beak St, NEW AUCKLAND', location: 'Beak St', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:040aae23-a000-4406-b61f-d471d155c844', title: 'FIRE VEGETATION - Bruce Hwy & Mount Olympus Rd, ST LAWRENCE', location: 'Bruce Hwy & Mount Olympus Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a663d6e6-78b1-4874-992f-20176495cdad', title: 'FIRE PERMITTED BURN - Clive Rd, PERSEVERANCE', location: 'Clive Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:091a903a-64c4-49b4-832b-5e35c0553f8f', title: 'FIRE VEGETATION - Main St, MOUNT MOLLOY', location: 'Main St', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:576d320b-ce98-45b1-96f5-4b136a4ffbbb', title: 'POWER / GAS GAS - Robina Town Centre Dr, ROBINA', location: 'Robina Town Centre Dr', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0df8fcae-a8d1-46f3-a2a7-45cad3194b3b', title: 'FIRE VEGETATION - Bruce Hwy & Mount Olympus Rd, ST LAWRENCE', location: 'Bruce Hwy & Mount Olympus Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:03f95cc6-0f2c-451b-a6a3-23f89d15c04a', title: 'FIRE PERMITTED BURN - Rifle Range Rd, ATHERTON', location: 'Rifle Range Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f937bc28-efc1-4bb7-b658-822bbfbc4820', title: 'FIRE VEGETATION - GUNYARRA RD, ANDROMACHE', location: 'GUNYARRA RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:e96f8737-cad3-4002-b26e-d0ebb58c35ae', title: 'FIRE PERMITTED BURN - Glen Esk Rd N, GLEN ESK', location: 'Glen Esk Rd N', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:e3a7cfc4-fa06-4060-92b5-027d89525eac', title: 'FIRE VEGETATION - TOMPKINS RD, SHAW', location: 'TOMPKINS RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:6444efb3-b704-4eb6-9867-4b3250579960', title: 'FIRE VEGETATION - CAPE CLEVELAND RD & BRUCE HWY, CAPE CLEVELAND', location: 'CAPE CLEVELAND RD & BRUCE HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b74edce0-6666-43e7-a033-de9256adacb5', title: 'FIRE PERMITTED BURN - Glen Esk Rd N, GLEN ESK', location: 'Glen Esk Rd N', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:ef14f2c9-1c5a-4640-95ab-bb83a48a358f', title: 'FIRE VEGETATION - Fairbrother Dr, MOUNT LOUISA', location: 'Fairbrother Dr', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3a5db79e-a347-4856-9e6c-d84a5dff1755', title: 'FIRE VEGETATION - The Esplanade, KERIRI ISLAND', location: 'The Esplanade', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a842a0e9-5fe7-44f7-85ed-bd43eadd57be', title: 'FIRE PERMITTED BURN - Rose Lane, LACEYS CREEK', location: 'Rose Lane', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:42660bf6-45ba-4990-9fba-79190354ff59', title: 'FIRE VEGETATION - Ahmat Yabu, BADU ISLAND', location: 'Ahmat Yabu', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1eb4230e-bfff-4626-9691-10a08877c397', title: 'FIRE PERMITTED BURN - Glen Esk Rd N, GLEN ESK', location: 'Glen Esk Rd N', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3c36ed6c-6d28-4144-8537-c483fe975273', title: 'FIRE OTHER - Tallow Wood Dr, KULUIN', location: 'Tallow Wood Dr', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:2b28116d-6fdb-4c42-83bf-42d95b071cc2', title: 'FIRE PERMITTED BURN - Andoom Rd, ROCKY POINT', location: 'Andoom Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:702ebdc1-55fd-4c08-8423-ac175a7d475a', title: 'FIRE PERMITTED BURN - Glen Esk Rd N, GLEN ESK', location: 'Glen Esk Rd N', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c9323ae2-e81b-40e6-b402-1ccf38255a2d', title: 'FIRE VEGETATION - Bruce Hwy & Mount Olympus Rd, ST LAWRENCE', location: 'Bruce Hwy & Mount Olympus Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3b713db5-6d07-4378-b929-a599404c02c0', title: 'dog', location: 'Silkpod Street, Kawana Forest 4551, Queensland', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:507280ac-dbbe-477b-bf63-ed5e473518a4', title: 'FIRE PERMITTED BURN - Cherbourg Rd, CHARLESTOWN', location: 'Cherbourg Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:285b4ae0-b8d1-47b9-a8d8-d068c5b1fa7d', title: 'FIRE PERMITTED BURN - KOOKABURRA DR, MILLSTREAM', location: 'KOOKABURRA DR', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:09e5b123-9684-419f-8a2b-4c6d19b1cf0e', title: 'FIRE PERMITTED BURN - Fernlands Rd, MOUNT NEBO', location: 'Fernlands Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:2a99df04-efdc-483f-8a54-3426bbc92fce', title: 'FIRE PERMITTED BURN - Mccabe Rd, STANMORE', location: 'Mccabe Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:31dde36f-ffc8-41f2-ab38-de2ee09b845e', title: 'FIRE PERMITTED BURN - Capricorn Hwy, KABRA', location: 'Capricorn Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:59c79d6f-4643-428a-a9d6-55a738139ec7', title: 'dog ', location: 'Silkpod Street, Kawana Forest 4551, Queensland', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9f62f1a5-7931-4844-aceb-6dfe71d53c01', title: 'FIRE VEGETATION - Bruce Hwy & Mount Olympus Rd, ST LAWRENCE', location: 'Bruce Hwy & Mount Olympus Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:eda47a99-c7e9-4432-a108-a39392af2f0f', title: 'FIRE VEGETATION - Unnamed Lawgi Dawes Rd, LAWGI DAWES', location: 'Unnamed Lawgi Dawes Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:6e434e4f-35f8-40fe-867b-494273975b9b', title: 'FIRE VEGETATION - Bruce Hwy & Mount Olympus Rd, ST LAWRENCE', location: 'Bruce Hwy & Mount Olympus Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4d0dce2e-4ce8-47aa-91f8-6a9275efc2a7', title: 'FIRE VEGETATION - Pinnacle Dr & Heather Ave, RASMUSSEN', location: 'Pinnacle Dr & Heather Ave', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3ff126ae-3253-4cc4-b96c-fd34da9362c6', title: 'FIRE PERMITTED BURN - Cherbourg Rd, CHARLESTOWN', location: 'Cherbourg Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3abfd52a-e377-4a49-be81-859c00e0dc96', title: 'FIRE VEGETATION - Hilltop Rd, NEW MOONTA', location: 'Hilltop Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:6671a13a-ad62-4eef-9e7a-0d51690561f6', title: 'FIRE VEGETATION - Unnamed Lawgi Dawes Rd, LAWGI DAWES', location: 'Unnamed Lawgi Dawes Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4e408849-2a7e-4449-81d4-70e6024fb914', title: 'dog', location: 'Doherty Street, Birtinya, 4575', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:62e06950-9a64-4eaf-b23e-371c270bcee6', title: 'FIRE VEGETATION - TOMPKINS RD, SHAW', location: 'TOMPKINS RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:ff8a9262-47fa-4202-a38b-8c171cbdccfc', title: 'FIRE VEGETATION - Abattoir Rd, COSGROVE', location: 'Abattoir Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a5f811a0-3254-42e0-b99a-c495ee26ab5c', title: 'FIRE VEGETATION - Cedarvale Rd, SANDY CREEK', location: 'Cedarvale Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9a3eb138-26c8-4827-ab86-63169a6606f0', title: 'FIRE VEGETATION - BRUCE HWY NB, BLACK MOUNTAIN', location: 'BRUCE HWY NB', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f195d6a9-f3ae-42c4-a644-6dfbe9b7d6c5', title: 'FIRE PERMITTED BURN - Mclaughlin St & William Palfrey Rd, PARKHURST', location: 'Mclaughlin St & William Palfrey Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a2f86410-d46a-4716-bcee-41da78d757cd', title: 'FIRE VEGETATION - TOMPKINS RD, SHAW', location: 'TOMPKINS RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9b0bbdba-ae49-4706-b231-20562f3b1ebb', title: 'RESCUE ROAD CRASH - BARRACK RD & WYNNUM RD, CANNON HILL', location: 'BARRACK RD & WYNNUM RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b81cbd8f-f438-4a55-86de-0b832fd3afca', title: 'FIRE PERMITTED BURN - Goodwood Rd, GOODWOOD', location: 'Goodwood Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:500e2126-10c1-44d4-a061-4fea50b96673', title: 'FIRE VEGETATION - Water Tank Rd, KERIRI ISLAND', location: 'Water Tank Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:979ecba3-ef83-4d4f-89f6-feee5543ecc9', title: 'POWER / GAS GAS - Montague Rd, SOUTH BRISBANE', location: 'Montague Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a5ddd8ca-f9af-4c6f-adda-4d78860b62d4', title: 'FIRE VEGETATION - Main St, MOUNT MOLLOY', location: 'Main St', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:34e57733-fd5d-445b-a75c-03e2385348d8', title: 'FIRE PERMITTED BURN - Wilsons Rd, TIARO', location: 'Wilsons Rd', hasCoordinates: true}
